DATETIME,OPEN,HIGH,LOW,CLOSE,VOLUME
1998-02-12T00:00:00.000,4.65122,4.72659,4.6342,4.69499,6950384.6
1998-02-13T00:00:00.000,4.66581,4.83357,4.61962,4.75577,7517552.12000001
1998-02-17T00:00:00.000,4.74118,4.80196,4.74118,4.77279,6082562.91
1998-02-18T00:00:00.000,4.75577,5.04511,4.75577,4.99161,17387690.47
1998-02-19T00:00:00.000,5.07671,5.0913,4.86275,4.98432,12324713.2
1998-02-20T00:00:00.000,4.98432,4.9989,4.81656,4.84816,11469641.28
1998-02-23T00:00:00.000,4.89435,5.25907,4.86275,5.16668,16722225.59
1998-02-24T00:00:00.000,5.18126,5.19828,5.04511,5.16668,15811627.94
1998-02-25T00:00:00.000,5.18126,5.53138,5.0913,5.42439,24962001.51
1998-02-26T00:00:00.000,5.42439,5.72832,5.31984,5.69914,20668128.64
1998-02-27T00:00:00.000,5.66754,5.80612,5.48518,5.75993,18415086.09
1998-03-02T00:00:00.000,5.72832,5.72832,5.40981,5.5022,13980566.94
1998-03-03T00:00:00.000,5.31984,5.63836,5.25907,5.63836,11370927.19
1998-03-04T00:00:00.000,5.56299,6.01766,5.56299,5.95687,29189245.2
1998-03-05T00:00:00.000,5.65294,5.89609,5.62377,5.84988,22448195.85
1998-03-06T00:00:00.000,5.80612,5.95687,5.68456,5.92769,22245433.6
1998-03-09T00:00:00.000,5.77451,5.91067,5.4706,5.5022,20243275.61
1998-03-10T00:00:00.000,5.59217,5.95687,5.57757,5.8815,24480383.84
1998-03-11T00:00:00.000,6.11005,6.36777,5.97146,6.35318,41535347.06
1998-03-12T00:00:00.000,6.35318,6.55012,6.2146,6.51852,25414830.14
1998-03-13T00:00:00.000,6.62549,6.62549,6.38236,6.59632,19741915.16
1998-03-16T00:00:00.000,6.59632,6.62549,6.36777,6.45773,14065704.19
1998-03-17T00:00:00.000,6.44315,6.48934,6.2924,6.41397,14771883.89
1998-03-18T00:00:00.000,6.32158,6.53554,6.32158,6.53554,9308721.44
1998-03-19T00:00:00.000,6.53554,6.55012,6.45773,6.48934,5507583.59000001
1998-03-20T00:00:00.000,6.48934,6.53554,6.32158,6.41397,7319315.27
1998-03-23T00:00:00.000,6.30699,6.38236,5.98848,6.33616,13704589.12
1998-03-24T00:00:00.000,6.41397,6.80785,6.38236,6.79327,22041026.03
1998-03-25T00:00:00.000,6.71789,6.74707,6.41397,6.61091,13234479.15
1998-03-26T00:00:00.000,6.50393,6.56471,6.42855,6.47475,6852910.18000001
1998-03-27T00:00:00.000,6.47475,6.64009,6.41397,6.5793,8914703.42
1998-03-30T00:00:00.000,6.50393,6.6717,6.50393,6.6717,8785973.6
1998-03-31T00:00:00.000,6.6717,6.76165,6.62549,6.70087,9427588.92000001
1998-04-01T00:00:00.000,6.6717,6.68628,6.5793,6.68628,6514832.98000001
1998-04-02T00:00:00.000,6.64009,6.6717,6.55012,6.62549,6692099.20000001
1998-04-03T00:00:00.000,6.59632,6.62549,6.51852,6.5793,7051565.83000001
1998-04-06T00:00:00.000,6.56471,6.56471,6.36777,6.38236,10872040.57
1998-04-07T00:00:00.000,6.27537,6.32158,6.04926,6.23161,10241939.6
1998-04-08T00:00:00.000,6.13922,6.17083,6.00306,6.07843,8008225.54000001
1998-04-09T00:00:00.000,6.09303,6.2924,6.07843,6.23161,5743250.63000001
1998-04-13T00:00:00.000,6.23161,6.48934,6.07843,6.42855,10148580.33
1998-04-14T00:00:00.000,6.41397,6.62549,6.41397,6.55012,11755074.27
1998-04-15T00:00:00.000,6.61091,6.68628,6.47475,6.6571,19591787.22
1998-04-16T00:00:00.000,7.11177,7.20416,6.85404,6.97561,61659368.42
1998-04-17T00:00:00.000,6.94401,6.94401,6.73248,6.77867,21176090.87
1998-04-20T00:00:00.000,6.71789,7.17256,6.70087,7.05098,18217669.27
1998-04-21T00:00:00.000,7.06558,7.0826,6.92942,7.02181,12198449.51
1998-04-22T00:00:00.000,6.9902,7.05098,6.71789,6.73248,9615133.9
1998-04-23T00:00:00.000,6.6717,7.05098,6.61091,6.71789,16350010.16
1998-04-24T00:00:00.000,6.74707,6.86864,6.68628,6.77867,6936816.99000001
1998-04-27T00:00:00.000,6.50393,6.74707,6.50393,6.74707,14603673.72
1998-04-28T00:00:00.000,6.77867,6.80785,6.38236,6.55012,8410054.74000001
1998-04-29T00:00:00.000,6.55012,6.6717,6.50393,6.5793,6457250.26000001
1998-04-30T00:00:00.000,6.6571,6.71789,6.5793,6.64009,5726800.53000001
1998-05-01T00:00:00.000,6.68628,6.86864,6.53554,6.80785,6354428.93
1998-05-04T00:00:00.000,7.02181,7.17256,7.02181,7.05098,19306355.69
1998-05-05T00:00:00.000,7.11177,7.26495,7.0826,7.21876,14322346.49
1998-05-06T00:00:00.000,7.26495,7.4011,7.11177,7.3695,31325064.61
1998-05-07T00:00:00.000,7.43028,7.4473,7.26495,7.32573,18781961.51
1998-05-08T00:00:00.000,7.30871,7.4157,7.27953,7.30871,9150374.48
1998-05-11T00:00:00.000,7.50809,7.69044,7.47647,7.50809,23788597.93
1998-05-12T00:00:00.000,7.43028,7.47647,7.27953,7.32573,9124875.19
1998-05-13T00:00:00.000,7.30871,7.49107,7.20416,7.38652,10901646.48
1998-05-14T00:00:00.000,7.38652,7.4011,7.23334,7.30871,5567628.98000001
1998-05-15T00:00:00.000,7.30871,7.38652,7.11177,7.18714,9338748.77000001
1998-05-18T00:00:00.000,7.14338,7.18714,6.90024,6.92942,8268570.64000001
1998-05-19T00:00:00.000,7.0364,7.15797,7.00479,7.12636,7683716.79000001
1998-05-20T00:00:00.000,7.20416,7.26495,6.9902,7.18714,6660837.89000001
1998-05-21T00:00:00.000,7.18714,7.21876,6.96103,7.02181,4555034.77000001
1998-05-22T00:00:00.000,6.9902,6.9902,6.64009,6.77867,9594980.32
1998-05-26T00:00:00.000,6.82244,6.86864,6.47475,6.50393,11175562.95
1998-05-27T00:00:00.000,6.24621,6.51852,6.23161,6.48934,12978660.13
1998-05-28T00:00:00.000,6.50393,6.77867,6.50393,6.62549,10571795.82
1998-05-29T00:00:00.000,6.68628,6.70087,6.42855,6.47475,7402806.63000001
1998-06-01T00:00:00.000,6.44315,6.71789,6.23161,6.38236,10799238.26
1998-06-02T00:00:00.000,6.42855,6.64009,6.32158,6.50393,6253251.91
1998-06-03T00:00:00.000,6.59632,6.62549,6.36777,6.39695,5172791.75
1998-06-04T00:00:00.000,6.47475,6.53554,6.27537,6.53554,5106161.89
1998-06-05T00:00:00.000,6.53554,6.62549,6.41397,6.51852,4297154.43
1998-06-08T00:00:00.000,6.56471,6.73248,6.51852,6.61091,4409849.65000001
1998-06-09T00:00:00.000,6.6571,6.92942,6.6571,6.85404,9571950.08
1998-06-10T00:00:00.000,6.80785,7.05098,6.71789,6.82244,8094593.25000001
1998-06-11T00:00:00.000,6.85404,6.96103,6.76165,6.76165,6212125.34000001
1998-06-12T00:00:00.000,6.71789,7.02181,6.56471,6.82244,6993160.33
1998-06-15T00:00:00.000,6.62549,6.86864,6.62549,6.71789,4572310.67000001
1998-06-16T00:00:00.000,6.73248,6.83946,6.64009,6.77867,3824996.67000001
1998-06-17T00:00:00.000,6.80785,6.94401,6.79327,6.82244,6757904.31
1998-06-18T00:00:00.000,6.74707,6.82244,6.61091,6.6571,4292221.51000001
1998-06-19T00:00:00.000,6.6571,6.6717,6.50393,6.5793,4261785.7
1998-06-22T00:00:00.000,6.56471,6.70087,6.50393,6.6571,4811268.21000001
1998-06-23T00:00:00.000,6.6717,6.83946,6.62549,6.77867,8107343.6
1998-06-24T00:00:00.000,6.74707,6.96103,6.64009,6.86864,9648860.14
1998-06-25T00:00:00.000,6.94401,7.00479,6.88322,6.94401,6499203.68000001
1998-06-26T00:00:00.000,6.92942,6.96103,6.74707,6.83946,3816357.45000001
1998-06-29T00:00:00.000,6.86864,7.00479,6.82244,6.97561,5584901.83
1998-06-30T00:00:00.000,6.96103,7.00479,6.83946,6.9902,4400800.14000001
1998-07-01T00:00:00.000,7.02181,7.29413,6.92942,7.27224,9980768.96000001
1998-07-02T00:00:00.000,7.21876,7.30871,7.05098,7.06558,9912498.76
1998-07-06T00:00:00.000,7.17256,7.3695,7.0826,7.3695,8728805.99
1998-07-07T00:00:00.000,7.38652,7.50809,7.29413,7.4473,8302294.73000001
1998-07-08T00:00:00.000,7.47647,8.00895,7.46189,7.91656,32751829.06
1998-07-09T00:00:00.000,8.00895,8.17671,7.64425,7.71962,19862010.51
1998-07-10T00:00:00.000,7.82659,7.93358,7.71962,7.7804,10046167.23
1998-07-13T00:00:00.000,7.76581,8.29829,7.75122,8.2375,23744588.39
1998-07-14T00:00:00.000,8.25208,8.26668,8.05514,8.14511,13186358.88
1998-07-15T00:00:00.000,8.1913,8.43444,8.14511,8.38824,20841711.12
1998-07-16T00:00:00.000,9.21005,9.27084,8.69217,9.11766,86039344.8400001
1998-07-17T00:00:00.000,9.05687,9.05687,8.79915,8.9353,21309339.41
1998-07-20T00:00:00.000,8.88911,8.90612,8.63138,8.81374,13434779.81
1998-07-21T00:00:00.000,8.78456,8.99609,8.61679,8.64597,11469226.08
1998-07-22T00:00:00.000,8.49523,8.66299,8.32746,8.50981,9750446.29999999
1998-07-23T00:00:00.000,8.46362,8.66299,8.44903,8.50981,8560997.3
1998-07-24T00:00:00.000,8.6022,8.63138,8.22048,8.43444,9820364.83000001
1998-07-27T00:00:00.000,8.32746,8.48063,8.08432,8.35907,7533592.77000001
1998-07-28T00:00:00.000,8.28126,8.41986,8.02354,8.14511,7902524.49
1998-07-29T00:00:00.000,8.20589,8.72378,8.1913,8.54142,15792711.49
1998-07-30T00:00:00.000,8.70675,8.9353,8.63138,8.87452,12517192.95
1998-07-31T00:00:00.000,8.90612,8.9353,8.41986,8.41986,6252427.12000001
1998-08-03T00:00:00.000,8.32746,8.64597,8.08432,8.50981,10508044.39
1998-08-04T00:00:00.000,8.63138,8.75295,8.26668,8.31287,10295406
1998-08-05T00:00:00.000,8.20589,8.75295,8.14511,8.75295,15422139.22
1998-08-06T00:00:00.000,8.52441,8.9499,8.48063,8.9353,15105030.54
1998-08-07T00:00:00.000,9.04228,9.08848,8.75295,8.92072,10241939.33
1998-08-10T00:00:00.000,8.82832,9.23923,8.81374,9.22464,16507120.63
1998-08-11T00:00:00.000,9.17844,9.96868,9.08848,9.48236,62700731.36
1998-08-12T00:00:00.000,9.66472,9.95408,9.59907,9.74009,24253763.39
1998-08-13T00:00:00.000,9.71091,9.90785,9.57476,9.57476,13688958.93
1998-08-14T00:00:00.000,9.89327,9.90785,9.60393,9.83248,15294637.81
1998-08-17T00:00:00.000,9.96868,10.4087,9.69633,10.1972,32505872.93
1998-08-18T00:00:00.000,10.3188,10.5473,10.2726,10.348,20880773.88
1998-08-19T00:00:00.000,10.5765,10.6373,9.98318,9.98318,16138191.57
1998-08-20T00:00:00.000,9.96868,10.0003,9.78628,9.87867,13912699.31
1998-08-21T00:00:00.000,9.7255,10.5911,9.48236,10.4549,28807566.71
1998-08-24T00:00:00.000,10.5619,10.5765,9.75711,10.0149,21273559.22
1998-08-25T00:00:00.000,10.3042,10.3042,9.80088,9.93947,17353552.03
1998-08-26T00:00:00.000,9.69633,10.0003,9.60393,9.7717,14226107.25
1998-08-27T00:00:00.000,9.54315,9.54315,8.66299,9.14927,39099274.73
1998-08-28T00:00:00.000,9.02769,9.36079,8.29829,8.31287,32572104.65
1998-08-31T00:00:00.000,8.44903,8.48063,7.53726,7.58346,30464235.69
1998-09-01T00:00:00.000,7.62965,8.6022,7.4473,8.26668,28311551.49
1998-09-02T00:00:00.000,8.63138,9.08848,8.5706,8.64597,29877336.09
1998-09-03T00:00:00.000,8.50981,8.54142,8.26668,8.44903,14140554.77
1998-09-04T00:00:00.000,8.63138,8.85993,8.20589,8.52441,13364450.67
1998-09-08T00:00:00.000,9.23923,9.30001,8.9353,9.28542,13821393.66
1998-09-09T00:00:00.000,9.25381,9.27084,8.99609,9.11766,12526244.47
1998-09-10T00:00:00.000,8.81374,9.30001,8.69217,9.23923,18260035.6
1998-09-11T00:00:00.000,9.36079,9.63554,8.96691,9.13224,11997323.21
1998-09-14T00:00:00.000,9.30001,9.43616,9.02769,9.02769,8316693.03000001
1998-09-15T00:00:00.000,8.9353,9.37539,8.87452,9.27084,14666596.4
1998-09-16T00:00:00.000,9.3924,9.42158,8.99609,9.05687,8890441.28000001
1998-09-17T00:00:00.000,8.76754,9.02769,8.72378,8.76754,9203845.22
1998-09-18T00:00:00.000,8.76754,8.9353,8.64597,8.92072,9703560.91
1998-09-21T00:00:00.000,8.67757,8.9815,8.58518,8.9815,10264562.41
1998-09-22T00:00:00.000,9.02769,9.14927,8.84535,8.99609,8740320.47
1998-09-23T00:00:00.000,9.05687,9.28542,8.88911,9.27084,9400029.56000001
1998-09-24T00:00:00.000,9.21005,9.61852,9.17844,9.36079,16952553.2
1998-09-25T00:00:00.000,9.28542,9.52855,9.14927,9.42158,7566087.24000001
1998-09-28T00:00:00.000,9.66472,9.7717,9.3924,9.49695,14109301.24
1998-09-29T00:00:00.000,9.49695,9.7255,9.27084,9.60393,10334478.75
1998-09-30T00:00:00.000,9.42158,9.54315,9.23923,9.27084,5944371.06
1998-10-01T00:00:00.000,8.9353,9.23923,8.6022,8.65326,12239167.85
1998-10-02T00:00:00.000,8.63138,8.81374,8.29829,8.49523,16124208.56
1998-10-05T00:00:00.000,8.26668,8.40283,7.65883,7.82659,19656362.65
1998-10-06T00:00:00.000,8.1913,8.34205,7.90197,7.93358,13600120.31
1998-10-07T00:00:00.000,7.8728,8.09891,7.62965,7.76581,15076238.47
1998-10-08T00:00:00.000,7.53726,7.58346,6.92942,7.50809,23561973.13
1998-10-09T00:00:00.000,7.7804,8.50981,7.47647,8.50981,22298906.87
1998-10-12T00:00:00.000,9.11766,9.34621,8.88911,9.04228,21233254.22
1998-10-13T00:00:00.000,9.25381,9.52855,8.75295,9.37539,33277878.34
1998-10-14T00:00:00.000,9.66472,10.044,8.9499,9.13224,76137997.15
1998-10-15T00:00:00.000,8.81374,9.05687,8.63138,8.87452,27026677.36
1998-10-16T00:00:00.000,9.02769,9.23923,8.88911,8.90612,20700220.98
1998-10-19T00:00:00.000,8.92072,9.25381,8.72378,9.11766,16847252.76
1998-10-20T00:00:00.000,9.22464,9.28542,8.75295,8.78456,12893522.71
1998-10-21T00:00:00.000,8.9353,9.10306,8.69217,9.02769,14738161.37
1998-10-22T00:00:00.000,8.96691,9.14927,8.81374,8.9353,11305123.24
1998-10-23T00:00:00.000,8.9353,8.96691,8.54142,8.61679,12655799.02
1998-10-26T00:00:00.000,8.76754,9.17844,8.66299,9.11037,15745818.98
1998-10-27T00:00:00.000,9.23923,9.46778,8.54142,8.5706,17199318.22
1998-10-28T00:00:00.000,8.5706,8.99609,8.54142,8.92072,11912602.87
1998-10-29T00:00:00.000,8.85993,9.10306,8.70675,8.85993,12254377.63
1998-10-30T00:00:00.000,8.9499,9.11766,8.81374,9.02769,11164462.29
1998-11-02T00:00:00.000,9.11766,9.17844,9.05687,9.13224,8899901.60000001
1998-11-03T00:00:00.000,9.08848,9.30001,9.07146,9.21005,13097938.47
1998-11-04T00:00:00.000,9.37539,9.51397,9.27084,9.40699,22048837.56
1998-11-05T00:00:00.000,9.33162,9.57476,9.25381,9.27084,21041992.54
1998-11-06T00:00:00.000,9.21005,9.30001,9.05687,9.23923,28021996.86
1998-11-09T00:00:00.000,9.16385,9.27084,8.63138,8.90612,23701812.3
1998-11-10T00:00:00.000,8.79915,8.81374,8.50981,8.50981,29246001.85
1998-11-11T00:00:00.000,8.69217,8.70675,7.96275,8.17671,33254020.67
1998-11-12T00:00:00.000,8.05514,8.37366,7.99436,8.28126,20816613.85
1998-11-13T00:00:00.000,8.49523,8.76754,8.43444,8.66299,27885452.63
1998-11-16T00:00:00.000,8.73836,8.9353,8.61679,8.76754,12765199.86
1998-11-17T00:00:00.000,8.69217,8.70675,8.44903,8.46362,7218135.92
1998-11-18T00:00:00.000,8.55601,8.75295,8.48063,8.6022,11517760.88
1998-11-19T00:00:00.000,8.63138,9.04228,8.61679,8.64597,12176235.42
1998-11-20T00:00:00.000,8.85993,8.9353,8.44903,8.5706,13180195.48
1998-11-23T00:00:00.000,8.64597,8.9499,8.55601,8.81374,20609731.32
1998-11-24T00:00:00.000,8.78456,8.9353,8.69217,8.73107,9594571.04000001
1998-11-25T00:00:00.000,8.72378,8.76754,8.49523,8.55601,10425786.7
1998-11-27T00:00:00.000,8.52441,8.54142,8.44903,8.52441,5385430.47
1998-11-30T00:00:00.000,8.40283,8.46362,7.71962,7.7804,18489949.97
1998-12-01T00:00:00.000,7.7804,8.46362,7.69044,8.31287,28770137.67
1998-12-02T00:00:00.000,8.29829,8.96691,8.14511,8.75295,29921327.26
1998-12-03T00:00:00.000,8.82832,8.87452,8.17671,8.20589,21030894.96
1998-12-04T00:00:00.000,8.34205,8.37366,7.7804,7.96275,25024518.47
1998-12-07T00:00:00.000,8.11593,8.20589,7.96275,8.1913,17366715.81
1998-12-08T00:00:00.000,8.25208,8.25208,7.7804,7.79499,23599819.77
1998-12-09T00:00:00.000,7.94816,7.99436,7.69044,7.76581,20875017.78
1998-12-10T00:00:00.000,7.94816,8.00895,7.75122,7.7804,12928074.62
1998-12-11T00:00:00.000,7.84119,8.26668,7.7804,8.22048,23175358.73
1998-12-14T00:00:00.000,7.99436,8.09891,7.84119,7.91656,17269237.36
1998-12-15T00:00:00.000,7.96275,8.17671,7.96275,8.14511,8890443.69000001
1998-12-16T00:00:00.000,8.20589,8.31287,7.93358,7.99436,13150991.44
1998-12-17T00:00:00.000,8.00895,8.20589,7.96275,8.14511,10849002.32
1998-12-18T00:00:00.000,8.11593,8.6022,8.08432,8.54142,27042308.97
1998-12-21T00:00:00.000,8.6022,8.66299,8.32746,8.50981,12195979.88
1998-12-22T00:00:00.000,8.84535,9.27084,8.75295,9.22464,37729674.16
1998-12-23T00:00:00.000,9.3924,9.84707,9.36079,9.69633,42673381.07
1998-12-24T00:00:00.000,9.69633,9.7255,9.52855,9.52855,7234177.57
1998-12-28T00:00:00.000,9.48236,10.0003,9.48236,9.90785,25434171.56
1998-12-29T00:00:00.000,10.0003,10.0902,9.78628,9.90785,13720628.85
1998-12-30T00:00:00.000,9.75711,10.0003,9.7255,9.75711,7864274.81999999
1998-12-31T00:00:00.000,9.84707,10.0611,9.60393,9.96868,9251553.44999999
1999-01-04T00:00:00.000,10.2434,10.2726,9.7255,10.0294,30333046.33
1999-01-05T00:00:00.000,10.1972,10.6835,10.0902,10.5303,48460238.09
1999-01-06T00:00:00.000,10.7297,10.7297,9.96868,10.1656,45318386.9
1999-01-07T00:00:00.000,10.2726,10.9558,10.258,10.9266,46545685.02
1999-01-08T00:00:00.000,11.3205,11.3982,10.6981,10.9266,22650966.03
1999-01-11T00:00:00.000,11.1236,11.199,10.9121,11.1551,19570000.23
1999-01-12T00:00:00.000,11.2597,11.3375,10.7297,11.199,26864225.15
1999-01-13T00:00:00.000,10.4258,11.5028,10.2726,11.2913,31850287.69
1999-01-14T00:00:00.000,11.0628,11.1844,9.98318,10.0756,58135832.99
1999-01-15T00:00:00.000,10.1656,10.2434,9.7255,10.0513,33480639.17
1999-01-19T00:00:00.000,10.1972,10.2726,9.81789,9.93947,18304869.58
1999-01-20T00:00:00.000,10.0003,10.2118,9.84707,9.86166,26389182.15
1999-01-21T00:00:00.000,9.83248,9.86166,9.11766,9.42158,20248624.06
1999-01-22T00:00:00.000,9.16385,9.60393,9.01067,9.42158,11300597.92
1999-01-25T00:00:00.000,9.54315,9.61852,9.43616,9.57476,13052282.16
1999-01-26T00:00:00.000,9.71091,9.93947,9.63554,9.86166,19285383.68
1999-01-27T00:00:00.000,9.96868,10.0611,9.71091,9.7255,11405477.1
1999-01-28T00:00:00.000,9.93947,10.0294,9.80088,9.93947,9558786.08
1999-01-29T00:00:00.000,10.0149,10.1048,9.7255,10.0294,8303942.25
1999-02-01T00:00:00.000,10.1364,10.1972,9.80088,9.93947,9636108.27
1999-02-02T00:00:00.000,9.81789,9.90785,9.48236,9.51397,10626493.11
1999-02-03T00:00:00.000,9.48236,9.86166,9.42158,9.7717,10821033.5
1999-02-04T00:00:00.000,9.7717,9.78628,9.21005,9.22464,15298748.05
1999-02-05T00:00:00.000,9.30001,9.33162,8.63138,8.82832,24580732.15
1999-02-08T00:00:00.000,8.92072,9.22464,8.81374,9.17844,16413751.8
1999-02-09T00:00:00.000,9.22464,9.49695,9.01067,9.04228,24789674.76
1999-02-10T00:00:00.000,8.96691,9.40699,8.75295,9.30001,19734097.89
1999-02-11T00:00:00.000,9.42158,9.66472,9.37539,9.61852,18798825.19
1999-02-12T00:00:00.000,9.51397,9.51397,8.99609,9.17844,14453961.96
1999-02-16T00:00:00.000,9.45318,9.45318,9.21005,9.34621,9942522.51
1999-02-17T00:00:00.000,9.27084,9.40699,8.9815,8.99609,10047397.95
1999-02-18T00:00:00.000,9.13224,9.21005,8.64597,8.74565,16985861.11
1999-02-19T00:00:00.000,8.81374,9.16385,8.79915,9.04228,12913676.06
1999-02-22T00:00:00.000,9.08848,9.45318,9.07146,9.3146,10298694.97
1999-02-23T00:00:00.000,9.37539,9.61852,9.22464,9.33162,11363523.38
1999-02-24T00:00:00.000,9.43616,9.48236,9.08848,9.08848,7196748.65
1999-02-25T00:00:00.000,9.07146,9.16385,8.87452,8.9815,8927456.12
1999-02-26T00:00:00.000,8.87452,8.99609,8.38824,8.46362,23441053.01
1999-03-01T00:00:00.000,8.46362,8.46362,8.17671,8.1913,16882215.72
1999-03-02T00:00:00.000,8.29829,8.58518,8.20589,8.41986,21937787.9
1999-03-03T00:00:00.000,8.44903,8.54142,8.14511,8.32746,9444038.66000001
1999-03-04T00:00:00.000,8.38824,8.48063,7.8728,8.13052,12739702.91
1999-03-05T00:00:00.000,8.34205,8.34205,7.8728,8.08432,14646859.96
1999-03-08T00:00:00.000,8.08432,8.43444,8.06974,8.35907,17145439.91
1999-03-09T00:00:00.000,8.34205,8.35907,8.14511,8.26668,11120040.74
1999-03-10T00:00:00.000,8.31287,8.31287,7.88738,7.93358,18780725.93
1999-03-11T00:00:00.000,7.84119,8.2375,7.7804,7.79499,15747470.51
1999-03-12T00:00:00.000,7.85577,8.14511,7.85577,8.03813,9291037.28000001
1999-03-15T00:00:00.000,8.09891,8.50981,8.08432,8.28126,12220243.16
1999-03-16T00:00:00.000,8.50981,8.64597,8.49523,8.61679,13548301.16
1999-03-17T00:00:00.000,8.73836,8.76754,8.25208,8.28126,12599865.2
1999-03-18T00:00:00.000,8.35907,8.66299,8.32746,8.6022,7917332.07000001
1999-03-19T00:00:00.000,8.73836,8.75295,7.99436,8.09891,18104983.87
1999-03-22T00:00:00.000,8.26668,8.54142,8.00895,8.52441,18833783.62
1999-03-23T00:00:00.000,8.37366,8.37366,7.96275,8.02354,12478121.04
1999-03-24T00:00:00.000,8.08432,8.20589,7.90197,8.17671,13231608.99
1999-03-25T00:00:00.000,8.35907,8.48063,8.11593,8.2375,13674156.11
1999-03-26T00:00:00.000,8.20589,8.22048,8.03813,8.08432,8890027.01000001
1999-03-29T00:00:00.000,8.14511,8.61679,8.13052,8.58518,19581097.83
1999-03-30T00:00:00.000,8.50981,8.84535,8.50981,8.72378,19242195.76
1999-03-31T00:00:00.000,8.84535,9.02769,8.72378,8.75295,14430920.81
1999-04-01T00:00:00.000,8.76754,8.92072,8.69217,8.75295,8108582.25
1999-04-05T00:00:00.000,8.75295,9.21005,8.75295,9.01067,16134488.78
1999-04-06T00:00:00.000,8.9499,9.3146,8.9499,9.23923,21082720.64
1999-04-07T00:00:00.000,9.25381,9.30001,8.84535,8.99609,14525108.5
1999-04-08T00:00:00.000,8.96691,9.01067,8.75295,8.92072,10150631.92
1999-04-09T00:00:00.000,8.81374,9.05687,8.73836,8.92072,9561254.08000001
1999-04-12T00:00:00.000,8.50981,8.96691,8.48063,8.76754,13438073.51
1999-04-13T00:00:00.000,8.82832,8.9499,8.38824,8.41986,14306142.23
1999-04-14T00:00:00.000,8.6022,9.01067,8.50981,8.64597,22704280.196
1999-04-15T00:00:00.000,8.6022,8.81374,8.34205,8.67757,53176903.07
1999-04-16T00:00:00.000,8.72378,8.76754,8.5706,8.6022,17666135.01
1999-04-19T00:00:00.000,8.67757,8.75295,8.14511,8.2375,32110230.22
1999-04-20T00:00:00.000,8.2375,8.44903,8.14511,8.26668,18104152.63
1999-04-21T00:00:00.000,8.26668,8.35907,8.14511,8.34205,12071770.04
1999-04-22T00:00:00.000,8.52441,8.90612,8.52441,8.84535,24715643.34
1999-04-23T00:00:00.000,8.81374,9.58934,8.81374,9.51397,33453907.63
1999-04-26T00:00:00.000,9.60393,10.0294,9.54315,9.93947,32526041.27
1999-04-27T00:00:00.000,10.4866,11.1382,10.4549,11.0943,73447745.5100001
1999-04-28T00:00:00.000,10.8513,11.1089,10.6081,10.6981,33463369.86
1999-04-29T00:00:00.000,10.5157,10.7905,10.1583,10.4695,26957992.81
1999-04-30T00:00:00.000,10.6981,11.459,10.6981,11.1236,51641566.3500001
1999-05-03T00:00:00.000,11.199,12.1568,11.1236,12.0353,51814290.83
1999-05-04T00:00:00.000,11.7313,11.8237,11.2305,11.3205,28589586.03
1999-05-05T00:00:00.000,11.2597,11.4274,10.8513,11.4128,20630711.61
